"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
49858	26727	0	0	114917157	BANK OF SOUTH TEXAS	1421 EAST NOLANA AVENUE 	MCALLEN	TX	78504	051	2022-09-16T16:14:33
49951	4041	0	0	103110305	FIRST SECURITY BANK, THE	15 SOUTH DOUGLAS AVENUE 	BEAVER	OK	73932	051	2022-08-17T12:54:27
50144	14561	0	0	83906228	STATE BANK OF MEDORA	24 EAST MAIN STREET 	MEDORA	IN	47260	051	2022-07-19T10:32:42
50461	23242	0	0	121038265	CALIFORNIA PACIFIC BANK	100 MONTGOMERY STREET, SUITE 2250 	SAN FRANCISCO	CA	94104	041	2022-07-21T19:49:27
51253	9176	0	0	84307761	APEX BANK	102 EAST MAIN STREET 	CAMDEN	TN	38320	041	2022-08-01T09:44:19
51356	22839	0	0	103102300	LATIMER STATE BANK	301 WEST MAIN STREET 	WILBURTON	OK	74578	041	2022-07-11T14:54:06
51459	16436	0	0	101110271	CENTERA BANK	119 SOUTH INMAN 	SUBLETTE	KS	67877	051	2022-07-29T18:21:37
51842	14445	0	0	75902670	FARMERS & MERCHANTS UNION BANK	159 WEST JAMES STREET 	COLUMBUS	WI	53925	041	2022-07-19T13:56:02
52719	90544	0	0	26002066	DEPOSITORY TRUST COMPANY, THE	55 WATER STREET 	NEW YORK	NY	10041	041	2022-07-28T08:56:20
52951	8980	0	0	103109374	SECURITY STATE BANK OF OKLAHOMA	210 SOUTH MEKUSUKEY 	WEWOKA	OK	74884	051	2022-07-28T13:23:28
53051	11916	0	0	111909773	BUCKHOLTS STATE BANK, THE	100 N. 4TH STREET 	BUCKHOLTS	TX	76518	051	2022-07-20T15:45:11
54058	1868	0	0	101106285	BANK OF TESCOTT, THE	FIRST AND MAIN STREETS 	TESCOTT	KS	67484	041	2022-08-23T15:31:39
54656	12501	0	0	111908965	CITIZENS STATE BANK	1330 WEST COMMERCE STREET 	BUFFALO	TX	758319705	041	2022-07-28T14:22:56
54973	32526	708384	8384	321370765	AMERICAN SAVINGS BANK, F.S.B.	1001 BISHOP STREET 	HONOLULU	HI	96813	041	2022-07-29T19:54:31
55336	16539	0	0	65404560	METAIRIE BANK & TRUST COMPANY	3344 METAIRIE ROAD 	METAIRIE	LA	70001	051	2022-07-22T11:11:33
55635	10319	0	0	64000185	CITIZENS SAVINGS BANK AND TRUST COMPANY	2013 JEFFERSON STREET 	NASHVILLE	TN	37208	051	2022-07-21T17:46:30
55653	1150	0	0	101100676	FIDELITY STATE BANK AND TRUST COMPANY	600 KANSAS AVENUE 	TOPEKA	KS	66603	051	2022-08-18T10:19:15
55970	28914	702610	2610	323270274	EVERGREEN FEDERAL BANK	969 SOUTHEAST SIXTH STREET 	GRANTS PASS	OR	97526	051	2022-07-21T13:46:58
56258	10218	0	0	91901862	CITIZENS BANK & TRUST CO., HUTCHINSON, MINN.	102 MAIN STREET S. 	HUTCHINSON	MN	55350	051	2022-07-20T09:13:30
56351	3250	13443	0	111903151	VERABANK, NATIONAL ASSOCIATION	201 WEST MAIN STREET 	HENDERSON	TX	75652	041	2022-07-19T10:16:39
56548	14769	0	0	75910484	DMB COMMUNITY BANK	321 NORTH MAIN STREET 	DE FOREST	WI	53532	051	2022-07-22T12:00:24
56717	9888	0	0	31308551	DIME BANK, THE	820-822 CHURCH STREET 	HONESDALE	PA	18431	051	2022-07-29T16:21:34
57040	14468	14184	0	75903019	FIRST NATIONAL BANK AT DARLINGTON	245 MAIN STREET 	DARLINGTON	WI	53530	041	2022-07-30T18:07:20
57451	17162	0	0	91811004	DAIRY STATE BANK	16 S. MAIN STREET 	RICE LAKE	WI	54868	051	2022-07-26T11:20:24
58225	769	0	0	44205146	FARMERS BANK AND SAVINGS COMPANY, THE	211 WEST SECOND STREET 	POMEROY	OH	45769	051	2022-07-22T09:23:06
58243	20296	0	0	75911852	JOHNSON BANK	555 MAIN STREET 	RACINE	WI	53403	041	2022-07-28T17:51:12
58355	9733	0	0	91208141	VANTAGE BANK	202 MAIN STREET 	KENT	MN	56553	051	2022-07-28T14:42:22
58551	421	0	0	103109581	SECURITY STATE BANK	402 BROADWAY 	CHEYENNE	OK	73628	051	2022-07-07T10:55:01
58636	11448	0	11294	65303328	CENTURY BANK	4282 MAIN STREET 	LUCEDALE	MS	39452	051	2022-09-29T17:39:44
58757	1409	0	0	91208138	KENSINGTON BANK	11 N. CENTRAL AVENUE 	KENSINGTON	MN	56343	051	2022-07-28T09:49:11
58971	1281	0	0	125100089	WASHINGTON TRUST BANK	717 WEST SPRAGUE AVENUE 	SPOKANE	WA	99201	041	2022-07-28T16:14:36
59316	698	0	0	31308548	WAYNE BANK	717 MAIN STREET 	HONESDALE	PA	18431	051	2022-07-28T13:38:47
59352	3127	5484	0	111902819	CITIZENS NATIONAL BANK	118 SOUTH HOUSTON STREET 	CAMERON	TX	76520	051	2022-07-28T17:06:08
59370	30680	705740	5740	252172485	FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION	106 SOUTH DIVISION STREET 	SALISBURY	MD	21801	051	2022-07-27T13:48:24
59754	2317	0	0	103109206	METHOD BANK	2 EAST BROADWAY 	WYANDOTTE	OK	74370	051	2022-08-23T13:45:42
60143	983	0	0	111000753	COMERICA BANK	1717 MAIN STREET 	DALLAS	TX	75201	031	2022-07-29T17:29:22
60330	22537	0	13233	62203010	PEOPLES BANK OF ALABAMA	1912 CHEROKEE AVENUE SOUTH WEST 	CULLMAN	AL	35055	041	2022-07-29T20:56:59
60545	963	0	0	73903493	HOME TRUST & SAVINGS BANK, THE	628 MAIN STREET 	OSAGE	IA	50461	051	2022-07-25T16:22:18
60554	10162	0	0	91204404	FIRST STATE BANK MINNESOTA	102 W. MAIN STREET 	LE ROY	MN	55951	051	2022-07-21T10:16:15
60648	4324	10465	0	74907126	FIRST NATIONAL BANK	302 SOUTH MAIN STREET 	CLOVERDALE	IN	46120	051	2022-07-28T08:36:26
61122	4857	0	10579	52100987	FIRST UNITED BANK & TRUST	19 SOUTH SECOND STREET 	OAKLAND	MD	21550	041	2022-09-16T13:28:28
61355	6063	23771	0	91408899	CORTRUST BANK NATIONAL ASSOCIATION	100 EAST HAVENS & MAIN 	MITCHELL	SD	57301	051	2022-07-27T18:43:16
61476	26590	0	13875	211371845	ABINGTON BANK	6 HARRISON AVENUE 	ABINGTON	MA	02351	051	2022-07-27T11:08:02
61757	8843	15037	0	91903051	AMERICAN HERITAGE NATIONAL BANK	24 SECOND ST. SOUTH 	LONG PRAIRIE	MN	56347	041	2022-07-29T12:00:41
61832	3579	13102	16000	63104312	FIRST NATIONAL BANK OF MOUNT DORA, THE	714 NORTH DONNELLY STREET 	MOUNT DORA	FL	32757	051	2022-07-27T11:31:14
61953	4071	0	0	103103600	FNB COWETA	106 SOUTH BROADWAY 	COWETA	OK	74429	051	2022-08-11T10:09:05
62044	21342	0	0	83902439	SONATA BANK	7079 STATE ROUTE 56 EAST 	SEBREE	KY	42455	051	2022-08-03T13:33:35
62110	26622	24920	0	26014737	ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION	10 ROCKEFELLER PLAZA 	NEW YORK	NY	10020	051	2022-07-28T11:33:35
62147	12512	0	0	75906702	COMMUNITY FIRST BANK	275 WEST GRAND AVENUE 	ROSHOLT	WI	54473	051	2022-07-28T20:23:28
63050	17959	0	0	102104927	DOLORES STATE BANK, THE	101 SOUTH 6TH 	DOLORES	CO	81323	051	2022-07-22T14:24:20
63069	17281	14695	0	122016066	CITY NATIONAL BANK	555 SOUTH FLOWER STREET 	LOS ANGELES	CA	90071	031	2022-07-29T17:31:46
63201	6954	412	0	21306547	CAYUGA LAKE NATIONAL BANK	165 CAYUGA STREET 	UNION SPRINGS	NY	13160	051	2022-07-25T14:57:16
63573	26487	0	13294	211373063	WALPOLE CO-OPERATIVE BANK	982 MAIN STREET 	WALPOLE	MA	02081	051	2022-07-21T12:45:54
63733	1711	0	0	64102740	CITIZENS BANK	400 HIGHWAY 52 BYPASS WEST 	LAFAYETTE	TN	37083	041	2022-07-29T19:46:13
63742	12781	0	0	75906854	HOMETOWN BANK	80 SHEBOYGAN STREET 	FOND DU LAC	WI	54935	051	2022-07-29T10:21:40
64150	8718	0	0	102301636	WYOMING BANK & TRUST	5827 YELLOWSTONE ROAD 	CHEYENNE	WY	82009	051	2022-08-03T15:05:38
64552	11521	0	0	103012966	CHICKASAW COMMUNITY BANK	909 SOUTH  MERIDIAN AVENUE 	OKLAHOMA CITY	OK	73108	041	2022-07-29T10:49:15
64730	9069	0	14826	61110557	FARMERS & MERCHANTS BANK	100 SOUTH MADISON AVENUE 	EATONTON	GA	31024	051	2022-07-27T11:01:18
65205	16636	0	12135	211174165	TORRINGTON SAVINGS BANK, THE	129 MAIN STREET BOX 478	TORRINGTON	CT	06790	051	2022-07-28T09:23:14
65513	26633	20547	0	26010773	DELTA NATIONAL BANK AND TRUST COMPANY	650 FIFTH AVE 26 FL 	NEW YORK	NY	10019	031	2022-07-25T10:06:02
65559	15562	0	0	91408763	PIONEER BANK & TRUST	700 STATE STREET 	BELLE FOURCHE	SD	57717	041	2022-09-20T13:48:47
65858	4789	0	0	101100579	EMPRISE BANK	257 NORTH BROADWAY 	WICHITA	KS	67202	051	2022-07-25T17:29:46
66154	6101	0	0	84303639	DECATUR COUNTY BANK	56 NORTH PLEASANT STREET 	DECATURVILLE	TN	38329	051	2022-07-28T18:59:47
66275	29332	0	3294	262283665	FIRST SOUTHERN BANK	301 SOUTH COURT STREET 	FLORENCE	AL	35630	051	2022-07-29T10:50:32
66677	28346	701409	1409	242071017	CINCINNATI FEDERAL	6581 HARRISON AVE 3RD FL 	CINCINNATI	OH	45247	041	2022-07-26T16:51:03
67142	13113	0	0	81303920	PEOPLES TRUST AND SAVINGS BANK	132 SOUTH THIRD STREET 	BOONVILLE	IN	47601	051	2022-07-26T14:18:56
67151	20156	0	0	103001469	KIRKPATRICK BANK	15 EAST 15TH STREET 	EDMOND	OK	73013	051	2022-07-28T18:50:12
67209	90251	0	8496	211371502	NEWBURYPORT FIVE CENTS SAVINGS BANK	63 STATE STREET 	NEWBURYPORT	MA	01950	051	2022-07-29T10:07:10
67254	27010	0	0	102006012	YOUNG AMERICANS BANK	3550 EAST 1ST AVENUE 	DENVER	CO	80206	051	2022-07-29T15:48:18
67656	32629	708547	8547	91406833	FIRST SAVINGS BANK	201 N. 3RD STREET 	BERESFORD	SD	57004	041	2022-07-22T09:08:24
67870	29331	703293	3293	261270789	TC FEDERAL BANK	131 SOUTH DAWSON STREET 	THOMASVILLE	GA	317925506	051	2022-07-27T13:24:05
68671	31864	707547	7547	265371066	GRAND BANK FOR SAVINGS, F.S.B.	204 WESTOVER DRIVE 	HATTIESBURG	MS	39402	051	2022-07-25T22:50:52
68756	11522	23516	0	103107392	LIBERTY NATIONAL BANK	629 SW C AVENUE 	LAWTON	OK	73501	041	2022-07-28T12:44:51
68831	10594	0	0	65304327	BANK OF FRANKLIN	9 MAIN STREET 	MEADVILLE	MS	39653	051	2022-08-31T16:23:50
69333	4993	7266	0	65300211	CITIZENS NATIONAL BANK OF MERIDIAN, THE	512 22ND AVENUE 	MERIDIAN	MS	39301	041	2022-07-27T12:27:31
69678	2987	3956	0	123300153	BAKER BOYER NATIONAL BANK	7 WEST MAIN STREET 	WALLA WALLA	WA	99362	051	2022-07-27T11:35:58
70218	23373	0	10769	26002752	UNITED ORIENT BANK	10 CHATHAM SQUARE 	NEW YORK	NY	10038	041	2022-07-28T09:52:08
70414	7666	7005	0	31312835	NORTHUMBERLAND NATIONAL BANK, THE	245 FRONT STREET 	NORTHUMBERLAND	PA	17857	051	2022-07-21T12:30:35
70638	9366	0	12640	65303467	PEOPLES BANK	160 EAST MAUD AVENUE 	MENDENHALL	MS	39114	051	2022-07-27T11:18:31
70955	13696	0	0	104112917	NEBRASKA STATE BANK	301 PRAIRIE AVENUE 	BRISTOW	NE	68719	051	2022-07-06T18:26:10
71073	28349	701412	1412	241271614	HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO	55 N MAIN ST 	NILES	OH	44446	051	2022-07-29T10:44:45
71457	18748	0	0	104106693	BRUNING BANK	104 MAIN STREET 	BRUNING	NE	68322	051	2022-07-22T10:12:36
71859	13959	0	0	101110802	CBW BANK	109 EAST MAIN STREET 	WEIR	KS	66781	051	2022-07-29T10:54:19
72258	12591	0	0	102301542	CONVERSE COUNTY BANK, THE	322 EAST WALNUT STREET 	DOUGLAS	WY	82633	051	2022-08-16T14:45:19
72351	16941	0	0	101104342	FARMERS STATE BANK	211 SAINT JOSEPH 	WATHENA	KS	66090	051	2022-10-12T10:39:48
72454	8210	0	0	91907578	FREEPORT STATE BANK	111 MAIN STREET EAST 	FREEPORT	MN	56331	051	2022-07-27T13:34:38
72678	28348	0	1411	243270671	BELMONT SAVINGS BANK	3301 GUERNSEY STREET 	BELLAIRE	OH	43906	051	2022-07-19T13:52:28
73116	17123	0	13184	231175759	ARTISANS' BANK	2961 CENTERVILLE ROAD 	WILMINGTON	DE	19808	051	2022-07-27T10:33:01
73152	4097	9767	0	103102342	FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE	312 NORTH MAIN STREET 	FAIRVIEW	OK	73737	051	2022-07-13T16:41:25
73554	1992	0	0	104913190	PATHWAY BANK	306 SOUTH HIGH STREET 	CAIRO	NE	68824	051	2022-07-28T14:25:31
73956	12422	0	0	101101057	SECURITY STATE BANK	101 NORTH WASHINGTON AVENUE 	WELLINGTON	KS	67152	051	2022-07-22T15:08:39
74056	16707	0	0	104113738	SOUTH CENTRAL STATE BANK	673 BROAD STREET 	CAMPBELL	NE	68932	051	2022-07-26T14:31:25
74140	1005	0	14121	72403004	ISABELLA BANK	139 EAST BROADWAY 	MOUNT PLEASANT	MI	48858	041	2022-09-09T14:44:24
74403	17960	0	13444	211470225	MERRIMACK COUNTY SAVINGS BANK	89 NORTH MAIN STREET BOX 2826	CONCORD	NH	03301	041	2022-07-26T11:40:29
74449	14400	14150	0	75906977	FIRST NATIONAL BANK IN TIGERTON	140 CEDAR STREET 	TIGERTON	WI	54486	051	2022-07-20T14:57:42
75259	12484	0	0	103112015	FIRST OKLAHOMA BANK	100 SOUTH RIVERFRONT DRIVE 	JENKS	OK	74037	051	2022-07-27T14:47:32
75446	9099	0	0	73900690	SOUTH OTTUMWA SAVINGS BANK	320 CHURCH STREET 	OTTUMWA	IA	52501	051	2022-07-28T10:39:27
75455	10187	0	0	91215817	NORTHERN STATE BANK OF GONVICK, THE	SECOND AND MAIN STREETS 	GONVICK	MN	56644	051	2022-07-29T17:40:39
75633	16571	14583	0	71000288	BMO HARRIS BANK NATIONAL ASSOCIATION	111 WEST MONROE 	CHICAGO	IL	60603	031	2022-07-29T15:06:57
75651	1993	0	0	104909201	CERESCOBANK	130 WEST ELM 	CERESCO	NE	68017	051	2022-07-26T12:24:21
76153	16953	0	0	104909942	BANK OF CLARKS	301 NORTH GREEN STREET 	CLARKS	NE	68628	041	2022-07-26T11:45:29
76443	1566	0	0	83903690	PEOPLES BANK, THE	23 WEST MAIN STREET 	TAYLORSVILLE	KY	40071	051	2022-07-29T11:23:26
76854	22065	0	0	103912875	GRAND BANK	2642 EAST 21ST STREET, SUITE 100 	TULSA	OK	74114	051	2022-07-29T11:39:33
77150	15621	0	0	91216243	FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW	105 NORTH MAIN STREET 	GRAND MEADOW	MN	55936	041	2022-07-20T15:23:10
77253	15345	14351	0	114909165	TXN BANK, NATIONAL ASSOCIATION	1502 AVENUE M 	HONDO	TX	78861	051	2022-07-28T13:23:32
77422	26871	0	16317	51005106	COMMUNITY BANKERS' BANK	2601 PROMENADE PARKWAY 	MIDLOTHIAN	VA	23113	051	2022-07-21T15:27:34
77851	3973	0	0	91408446	FIRST BANK & TRUST	520 6TH STREET 	BROOKINGS	SD	57006	041	2022-07-27T16:12:22
78157	26653	0	0	114918305	BANDERA BANK	207 MAIN STREET 	BANDERA	TX	78003	051	2022-07-26T16:47:20
78241	21379	0	0	82901376	FIRST NATURALSTATE BANK	500 NORTH SECOND STREET 	MCGEHEE	AR	71654	051	2022-07-25T16:09:52
78559	25054	18154	0	102305373	SUMMIT NATIONAL BANK	133 MAIN STREET 	HULETT	WY	82720	051	2022-07-28T11:51:55
79042	12166	0	0	83906668	WEST POINT BANK	600 WEST LINCOLN TRAIL BOULEVARD 	RADCLIFF	KY	40160	041	2022-07-26T11:02:08
79127	6680	9815	0	44208512	HOME NATIONAL BANK	502 ELM STREET 	RACINE	OH	45771	051	2022-07-26T10:53:37
79145	13242	0	0	75907099	FARMERS & MERCHANTS STATE BANK	210 WEST MADISON STREET 	WATERLOO	WI	53594	051	2022-07-29T09:03:38
79257	8857	0	0	91905813	GROVE BANK	110 ATLANTIC AVE. WEST 	GROVE CITY	MN	56243	051	2022-07-29T16:53:03
79855	5396	0	0	104901144	CITY BANK & TRUST CO.	2929 PINE LAKE ROAD 	LINCOLN	NE	68516	051	2022-07-26T15:56:35
80150	1122	0	0	91403865	FIRST FIDELITY BANK	745 MAIN STREET 	BURKE	SD	57523	051	2022-07-21T16:19:52
80374	29345	703313	3313	241270903	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA	404 MAIN STREET 	DELTA	OH	43515	051	2022-07-20T08:13:56
80431	9179	0	14563	64105666	UNION BANK & TRUST COMPANY	201 EAST MAIN 	LIVINGSTON	TN	38570	051	2022-07-21T11:09:54
81175	31485	0	0	304971932	EQUITABLE BANK	113 NORTH LOCUST 	GRAND ISLAND	NE	68801	051	2022-07-29T09:42:27
82033	26829	20976	13325	63112728	FIRST NATIONAL BANK OF PASCO	13315 US HIGHWAY 301 	DADE CITY	FL	33525	051	2022-07-21T12:58:01
82257	6064	0	0	91407052	BRYANT STATE BANK	124 W. MAIN AVE. 	BRYANT	SD	57221	051	2022-08-17T16:51:13
82350	22835	0	0	84303118	LAUDERDALE COUNTY BANK, THE	305 SOUTH CHURCH 	HALLS	TN	38040	051	2022-07-21T16:21:38
83151	8188	0	0	91907882	FLAGSHIP BANK MINNESOTA	1415 WAYZATA BOULEVARD 	WAYZATA	MN	55391	051	2022-07-15T15:38:06
83375	28362	0	0	307072443	CENTURY BANK	100 SOUTH FEDERAL PLACE 	SANTA FE	NM	87501	051	2022-07-29T18:13:15
83638	22953	16804	0	67010509	AMERANT BANK, NATIONAL ASSOCIATION	220 ALHAMBRA CIRCLE 12TH FLOOR	CORAL GABLES	FL	33134	031	2022-08-01T11:09:39
83834	17906	0	0	65205031	AMERICAN BANK & TRUST COMPANY	307 EAST LANDRY STREET 	OPELOUSAS	LA	70570	051	2022-07-21T11:44:33
83852	1675	0	0	91404136	RICHLAND STATE BANK	602 FIRST STREET 	BRUCE	SD	57220	051	2022-07-25T12:23:48
83955	15255	0	0	84307965	GREENFIELD BANKING COMPANY	112 N FRONT STREET 	GREENFIELD	TN	38230	051	2022-09-16T14:58:07
84046	10123	0	0	73921213	FIRST TRUST & SAVINGS BANK	1831 2ND STREET 	CORALVILLE	IA	522410760	051	2022-07-22T16:22:41
84541	15953	0	0	84202251	GUARANTY BANK AND TRUST COMPANY	210 HAYDEN STREET 	BELZONI	MS	39038	051	2022-07-27T20:58:45
84804	8908	0	0	21309997	CITIZENS BANK OF CAPE VINCENT	154 BROADWAY 	CAPE VINCENT	NY	13618	051	2022-07-22T11:30:51
85052	1167	0	0	102301717	UINTA BANK	695 PARKWAY DRIVE 	MOUNTAIN VIEW	WY	82939	051	2022-07-21T16:53:37
85472	28359	25150	0	231270353	OCEANFIRST BANK, NATIONAL ASSOCIATION	975 HOOPER AVE 	TOMS RIVER	NJ	08753	041	2022-07-29T10:00:54
85931	12609	0	12689	65200803	PATTERSON STATE BANK	1130 HIGHWAY 90 WEST 	PATTERSON	LA	70392	051	2022-07-21T18:28:38
86349	14597	0	0	82900982	UNION BANK OF MENA, THE	303 HIGHWAY 71 NORTH 	MENA	AR	71953	051	2022-07-26T11:14:04
86675	29613	703758	3758	252071557	ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION	9616 BELAIR ROAD 	NOTTINGHAM	MD	21236	051	2022-07-27T15:00:17
87047	12836	0	0	71211734	FIRST STATE BANK OF PORTER	230 LINCOLN STREET 	PORTER	IN	46304	051	2022-07-15T11:52:27
87159	1168	0	0	102301775	FIRST STATE BANK OF NEWCASTLE	24 NORTH SUMNER 	NEWCASTLE	WY	82701	051	2022-07-13T17:43:08
87234	4952	2221	9343	64101589	FIRST NATIONAL BANK OF MIDDLE TENNESSEE	200 EAST MAIN STREET 	MC MINNVILLE	TN	37110	051	2022-07-26T14:11:18
87476	31539	0	7147	242274403	WILMINGTON SAVINGS BANK, THE	184 N SOUTH ST 	WILMINGTON	OH	45177	051	2022-09-21T15:36:58
87579	28368	701452	1452	211370150	MIDDLESEX FEDERAL SAVINGS, F.A.	1 COLLEGE AVENUE 	SOMERVILLE	MA	02144	041	2022-07-27T10:57:50
88231	16418	713480	13480	61112364	BANKSOUTH	6340 LAKE OCONEE PARKWAY 	GREENSBORO	GA	30642	051	2022-07-29T17:57:59
88259	10960	0	0	91903242	JANESVILLE STATE BANK	201 NORTH MAIN 	JANESVILLE	MN	56048	051	2022-07-18T14:50:32
88352	16895	0	0	113109377	FIRST STATE BANK OF BEDIAS	22201 HIGHWAY 90 NORTH 	BEDIAS	TX	77831	041	2022-07-25T14:11:36
88455	18740	0	0	104901597	HEARTLAND BANK	896 G STREET 	GENEVA	NE	68361	051	2022-07-26T11:29:52
88950	10176	0	0	91905402	FINANCIAL SECURITY BANK	1011 ATLANTIC AVE. 	KERKHOVEN	MN	56252	051	2022-07-29T15:10:44
89032	19800	0	12895	65401408	PLAQUEMINE BANK AND TRUST COMPANY	24025 EDEN STREET 	PLAQUEMINE	LA	70764	051	2022-07-26T15:30:32
89135	18136	14882	12652	63106705	FIRST NATIONAL BANK OF WAUCHULA	406 NORTH 6TH AVENUE 	WAUCHULA	FL	33873	051	2022-07-27T15:27:50
89854	13809	13972	0	91903404	MINNSTAR BANK NATIONAL ASSOCIATION	202 N. MAIN 	LAKE CRYSTAL	MN	56055	051	2022-07-22T09:51:36
89957	3098	7524	0	111909391	CENDERA BANK, N.A.	615 EAST BELLS BOULEVARD 	BELLS	TX	75414	051	2022-07-29T09:45:41
90047	13990	0	0	73915193	PALO SAVINGS BANK	2801 HOLLENBECK ROAD 	PALO	IA	52324	051	2022-07-25T18:29:21
90177	30812	705957	5957	265371121	FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT	903 JACKSON AVENUE 	PASCAGOULA	MS	395674314	051	2022-07-26T16:18:24
90328	6861	10834	0	51403766	SKYLINE NATIONAL BANK	113 WEST MAIN STREET 	INDEPENDENCE	VA	24348	051	2022-07-26T12:00:44
90337	19143	0	10326	65401107	UNITED COMMUNITY BANK	4626 HIGHWAY 1 	RACELAND	LA	70394	041	2022-07-26T14:52:43
90579	29624	703773	3773	323270313	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE	118 THIRD STREET 	MCMINNVILLE	OR	97128	051	2022-07-29T16:32:13
91615	14523	0	0	41208735	ANTWERP EXCHANGE BANK COMPANY, THE	305 SOUTH MAIN ST 	ANTWERP	OH	45813	051	2022-07-26T16:24:33
91754	3099	4241	0	113103687	FIRST NATIONAL BANK OF BELLVILLE, THE	100 E. MAIN 	BELLVILLE	TX	774181524	041	2022-07-28T14:24:55
91950	11133	0	0	91400758	FARMERS STATE BANK OF CANTON	220 EAST 5TH STREET 	CANTON	SD	57013	051	2022-07-28T15:44:31
92144	17551	0	0	73922296	COMMUNITY STATE BANK	207 SOUTH MAIN STREET 	PATON	IA	50217	051	2022-07-01T12:25:04
92676	29632	703781	3781	211170237	WINDSOR FEDERAL SAVINGS AND LOAN ASSOCIATION	250 BROAD STREET BOX 250	WINDSOR	CT	06095	041	2022-07-27T10:02:44
92706	18028	0	7444	211770145	SUGAR RIVER BANK	10 NORTH MAIN STREET BOX 569	NEWPORT	NH	03773	051	2022-07-25T16:19:37
92902	9406	0	0	22306847	BANK OF CATTARAUGUS	24 MAIN STREET 	CATTARAUGUS	NY	14719	051	2022-07-27T10:17:53
93244	10011	0	0	75908920	WOODFORD STATE BANK	403 WEST 8TH STREET 	MONROE	WI	53566	051	2022-07-21T15:12:01
93543	4419	0	0	83909445	SPRINGS VALLEY BANK & TRUST COMPANY	8482 WEST STATE ROAD 56 	FRENCH LICK	IN	47432	051	2022-09-15T17:59:24
93619	24938	18045	0	26009166	STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION	 	NEW YORK	NY	10104	031	2022-07-29T10:13:40
94139	12203	0	0	65301362	MERCHANTS & MARINE BANK	3118 PASCAGOULA STREET 	PASCAGOULA	MS	39567	051	2022-07-21T12:13:42
94522	20484	0	0	51402482	BENCHMARK COMMUNITY BANK	204 S BROAD STREET 	KENBRIDGE	VA	23944	051	2022-08-05T11:06:58
94755	1169	0	0	102300970	SUNDANCE STATE BANK	123 NORTH 2ND STREET 	SUNDANCE	WY	82729	051	2022-08-10T15:51:12
94858	8251	0	0	101217857	ADRIAN BANK	130 EAST MAIN STREET 	ADRIAN	MO	64720	051	2022-10-04T16:25:49
95051	6078	0	0	91401553	ONE AMERICAN BANK	515 SOUTH MINNESOTA AVENUE 	SIOUX FALLS	SD	57104	041	2022-07-28T14:17:24
95677	28369	701454	1454	211273846	ROCKLAND SAVINGS BANK, FSB	582 MAIN STREET 	ROCKLAND	ME	04841	051	2022-07-29T11:32:56
96553	19809	0	0	104101559	HERSHEY STATE BANK, THE	100 SOUTH LINCOLN 	HERSHEY	NE	69143	051	2022-07-26T13:40:26
97055	17229	0	0	104913530	HENDERSON STATE BANK	1040 NORTH MAIN STREET 	HENDERSON	NE	68371	051	2022-07-25T12:02:26
97279	32292	0	8103	243272941	WOODSFIELD SAVINGS BANK	600 LEWISVILLE ROAD 	WOODSFIELD	OH	43793	051	2022-07-21T16:14:48
97457	22601	0	0	101217514	CITIZENS BANK	19 SOUTH ORANGE 	BUTLER	MO	64730	051	2022-07-22T12:25:20
97804	90253	0	12401	211871015	MOUNTAINONE BANK	93 MAIN ST 	NORTH ADAMS	MA	01247	051	2022-07-29T10:51:11
97943	15272	0	0	73913674	MARION COUNTY STATE BANK	800 MAIN STREET 	PELLA	IA	50219	051	2022-07-21T12:20:39
98351	1779	0	0	102103258	CITIZENS STATE BANK OF OURAY, THE	600 MAIN STREET 	OURAY	CO	81427	051	2022-07-14T12:49:49
98463	17809	0	0	123204013	CITIZENS BANK	275 SOUTHWEST THIRD STREET 	CORVALLIS	OR	97333	051	2022-08-17T11:08:44
98717	25749	18431	0	26001465	EASTBANK, NATIONAL ASSOCIATION	183 CENTRE STREET 	NEW YORK	NY	10013	041	2022-08-09T14:29:51
99143	16464	0	0	82907561	MERCHANTS & PLANTERS BANK	120 HAZEL STREET 	NEWPORT	AR	72112	051	2022-07-29T11:59:36
99376	32612	25093	0	242272227	NATIONAL COOPERATIVE BANK, N.A.	139 SOUTH HIGH STREET 	HILLSBORO	OH	45133	041	2022-08-03T09:46:44
99442	9359	0	0	84200981	BANK OF COMMERCE	310 HOWARD STREET 	GREENWOOD	MS	38930	051	2022-08-22T15:17:06
99536	8432	0	10864	64104311	ONE BANK OF TENNESSEE	140 SOUTH JEFFERSON 	COOKEVILLE	TN	38501	051	2022-07-12T10:22:16
