"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
836656			84	10	0	0	97	23	0																				
836843		4100	55500	27702	1528	0	29079	6793	3984			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	
836852			3542	1293	87	0	2385	223	0																				
837000		0	33037	3006	584	0	29289	2730	2888			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837046			2774	1174	127	0	4146	2673	0																				
837149			2478	1021	56	0	1674	273	0																				
837158			1041	140	5	0	982	86	0																				
837354		0	1724	250	2	0	1476	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837448			1443	90	1	0	1363	11	0																				
837541			687	15	11	0	697	36	0																				
837608			7126	1200	76	0	6612	762	0																				
837653			458	24	0	0	434	0	0																				
837840			408	172	91	0	614	469	0																				
837952			1389	0	0	0	1389	0	0																				
837970			3295	1000	12	0	2309	26	0				0																
838155			195	20	7	0	168	0	0																				
839068			2695	1140	16	0	1627	88	0																				
839246			2062	300	17	0	1781	36	0																				
839255			4560	775	85	0	3717	17	0				0																
839572			5353	298	1172	0	4738	855	0																				
839817			343	37	27	0	324	45	0			0	0																
839974			1288	255	0	0	1052	19	0																				
840019			1505	640	77	0	965	177	0																				
840251			1381	278	24	0	1113	34	0																				
840354			347	0	0	0	373	26	0																				
840363			8793	1705	351	0	7233	496	0																				
840578			256	20	0	0	236	0	0																				
840747			12864	2851	43	0	10300	330	0																				
841472			1792	335	15	0	1475	33	0																				
841753			1096	327	25	0	795	51	0																				
841838			369	-43	26	0	583	197	0																				
842376			610	81	0	0	529	0	0																				
842460			20216	0	2272	0	21764	3820	0			0	0																
842853			175	0	0	0	213	38	0																				
843476			193	0	4	0	198	9	0																				
843542			625	98	8	0	523	4	0																				
843953			1263	0	522	0	1397	656	0																				
844053			12777	3103	583	0	9962	871	0			0	0																
844138			816	301	48	0	634	167	0																				
844455			747	28	71	0	743	95	0																				
844567			5946	825	333	0	5080	292	0																				
845247			5835	735	156	0	5332	388	0																				
845443			2351	243	62	0	2073	27	0																				
845452			203	0	1	0	202	0	0																				
845573			27642	5974	3499	0	19574	1405	0				0																
846132			67	9	4	0	54	0	0																				
846619			6019	1575	172	0	4465	193	0																				
846945			1137	250	13	0	891	17	0																				
847157			3353	240	12	0	3118	17	0																				
847979			308	41	11	0	256	0	0																				
848248			3000	450	415	0	2535	400	0																				
848453			300	300	0	0	0	0	0																				
849076			1329	320	3	0	1354	348	0																				
849348			2300	800	19	0	1494	13	0																				
849357			3404	0	1353	0	2587	536	0																				
849432			1060	135	1	0	984	60	0			0	0																
850036			28867	7700	2300	0	21286	2419	0				0																
850054			1122	36	11	0	1083	8	0			0	0																
850456			1975	188	82	0	1863	158	0																				
851060			181	13	0	0	168	0	0																				
851172			842	0	0	0	874	32	0																				
851239			3000	650	131	0	2826	607	0																				
851631			2599	1228	55	0	1559	243	0																				
852218	0		28318000	16296000	1566000	0	13106000	6836000	4186000	0	469000	0		0	0	68000	10000	0	78000	0	0	0	0	0	0	0	0	0	
852254			1313	90	78	0	1336	191	0																				
852320	0		4940000	2056000	286000	101000	1277000	1079000	2501000	0	3000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
852357			4941	180	0	0	4761	0	0																				
852544			17223	5850	910	0	13398	2935	0																				
852704			8778	3065	221	0	5523	31	0																				
852713			10826	1250	239	0	9887	550	0																				
852973			6882	900	121	0	5950	89	0																				
853112			14147	6350	275	0	8767	1245	0																				
853251			1345	354	4	0	997	10	0																				
853671			1339	50	0	0	1296	7	0																				
853747			2444	1382	97	0	2958	1993	0																				
853804			6948	350	18	0	6592	12	0																				
853934			818	385	50	0	640	257	0																				
853952			19008	3746	1130	0	16777	2645	0				0																
854173			372	207	0	0	326	161	0																				
854351			41	40	1	0	111	0	-111																				
854454			8691	2338	609	0	7406	1662	0				0																
854548			383	-138	30	0	504	13	0			0	0																
854753			1542	120	7	0	1459	44	0																				
854847			442	175	22	0	426	181	0																				
855143			842	629	77	0	949	813	0																				
855264			1596	300	5	0	1292	1	0																				
855303			134	60	9	0	81	16	0																				
855563			2991	439	145	0	2667	260	0			0	0																
855648			343	0	1	0	347	5	0																				
855741			3615	600	38	0	2979	2	0																				
855844			1734	470	220	0	1601	557	0																				
855956			1390	723	9	0	930	272	0																				
856159			197	10	0	0	187	0	0																				
856243			9762	5350	301	0	4499	388	0																				
856346			2078	1549	16	0	1408	895	0			0	0																
856458			330	0	0	0	330	0	0																				
856542			406	0	0	0	406	0	0																				
856748			11335	2200	210	0	11386	2461	0																				
856869			260	131	24	0	229	124	0																				
856944			132	0	8	0	131	7	0																				
857259			351	0	27	0	324	0	0																				
857455			1730	410	7	0	1552	239	0																				
857576			5144	4460	46	0	3838	3200	0																				
857745			2430	185	42	0	2457	254	0																				
857811			3323	1747	157	0	2650	1231	0																				
857875			1589	132	12	0	1498	53	0																				
857941			1169	200	24	0	1031	86	0																				
858153			114	0	0	0	119	5	0																				
858443			738	90	201	0	596	149	0			0	0																
858452			399	51	0	0	351	3	0																				
858528			3365	1060	108	0	2593	396	0				0																
858818			0	0	0	0	0	0	0																				
858854			1808	412	27	0	1372	3	0																				
859002			14964	3435	143	0	11417	31	0																				
859141			8382	150	172	0	8235	175	0			0	0																
859552			4799	1099	34	0	3857	191	0				0																
859655			2705	810	58	0	2208	371	0																				
859712			27306	5592	92	0	22647	1025	0				0																
860053			12314	2428	529	0	10694	1337	0				0																
860147			2080	200	47	0	1891	58	0																				
860231			55	2	0	0	53	0	0																				
860259			3403	300	86	0	3061	44	0			0	0																
860334			2264	596	32	0	1715	79	0																				
860352			2288	10	17	0	2279	18	0																				
861153			488	30	0	0	558	100	0																				
861304			5755	1450	30	0	4576	301	0																				
861658			1396	477	4	0	1301	386	0																				
861742			1057	95	31	0	945	14	0																				
861854			869	50	0	0	887	68	0																				
862057			2854	511	0	0	2343	0	0																				
862141			2014	510	1	0	1719	216	0																				
863362			152	-18	0	0	170	0	0																				
863607			1836	119	29	0	1693	5	0																				
863652			499	3	15	0	485	4	0																				
863746			10451	2040	546	0	8854	989	0																				
864378			505	18	4	0	497	14	0																				
864471			1525	490	0	0	1035	0	0																				
864846			1834	300	155	0	1761	382	0																				
864855			674	0	54	0	794	174	0																				
865142			6620	2530	212	0	5690	1812	0																				
865151			3823	975	90	0	2995	237	0																				
865450			4225	325	372	0	3688	160	0																				
865544			5381	930	24	0	4497	70	0																				
865759			1037	125	47	0	985	120	0																				
865852			863	150	3	0	789	79	0																				
866000			22382	6557	545	0	16892	1612	0				0																
866055			1225	847	0	0	378	0	0																				
866121			3325	225	13	0	3175	88	0																				
866251			812	327	7	0	628	150	0																				
867070			2168	261	40	0	2013	146	0																				
867258			2845	216	25	0	2604	0	0																				
867632			7338	4280	18	0	6743	3703	0				0																
867650			13549	2739	77	0	11809	1076	0				0																
867856			3283	1065	109	0	2165	56	0																				
868059			1964	450	342	0	1906	734	0																				
868442			423	129	2	0	297	5	0																				
868572			200	9	0	0	191	0	0																				
868844			276	0	0	0	276	0	0																				
868956			6506	1910	151	0	4796	351	0																				
869346			842	515	0	0	344	17	0																				
869551			3436	250	678	0	3121	613	0																				
869663			1737	0	153	0	1603	19	0																				
869953			2357	181	2	0	2255	81	0																				
870539			4426	6002	194	0	4207	5977	0																				
870650			8423	2116	160	0	6155	8	0																				
870856			1266	383	62	0	1209	388	0																				
870913			2152	655	126	0	2174	466	-337																				
871358			735	310	42	0	878	495	0			0	0																
871648			826	150	19	0	706	49	0																				
871769			72267	10500	379	0	62489	1101	0				0																
871956			338	23	1	0	330	16	0																				
872047			7709	1650	41	0	6717	699	0			0	0																
872579			971	368	0	0	603	0	0																				
873259			6126	517	50	0	5909	350	0																				
874050			2457	77	8	0	2382	10	0			0	0																
874452			981	75	2	0	917	13	0																				
874845			61408	14770	1239	0	50652	5253	0				0																
875048			4223	1200	37	0	3664	678	0																				
875057			3165	2200	126	0	3119	2280	0																				
875132			2298	1200	63	0	1035	0	0																				
875655			749	250	0	0	748	249	0																				
875758			482	143	20	0	320	1	0																				
875879			13	13	0	0	520	37	-483																				
875936			5165	1331	15	0	5149	1330	0																				
876157			528	273	13	0	549	307	0																				
876634		0	23816	9645	3767	0	13905	6160	2659					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
876700			10924	5786	90	0	7088	2040	0			0	0																
877350			1528	30	7	0	1492	1	0																				
877752			3588	625	95	0	3137	269	0																				
877958			205	115	3	0	87	0	0				0																
879336			2086	525	13	0	1774	226	0			0	0																
879439			1577	90	32	0	1666	211	0																				
879457			13262	4424	152	0	9445	759	0			0	0																
879550			286	0	3	0	287	4	0																				
879644			4589	505	85	0	4460	461	0																				
879747			2035	300	337	0	1675	277	0																				
880332			2420	535	39	0	2025	179	0																				
880855			5173	400	6	0	4773	6	0																				
881012			9120	1055	65	0	8054	54	0																				
881441			551	410	39	0	385	283	0																				
881478		0	70185	35433	2381	0	36171	5622	1822					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881852			1110	789	5	0	801	485	0																				
881900			624	102	13	0	518	5	-4				0																
882242			3161	85	0	0	3165	89	0																				
882541			749	100	17	0	637	5	0																				
882701			15424	4383	526	0	11531	1016	0																				
882952			2234	380	16	0	1842	4	0																				
883351			668	30	0	0	640	2	0																				
883959			1311	1098	0	0	215	0	-2																				
884303			20924	4239	587	0	23478	7380	0				0																
884358			1777	150	59	0	1707	139	0																				
884376			847	2	1	0	850	6	0																				
884442			5613	1800	8	0	3831	26	0																				
884648			2597	945	2	0	2650	1000	0																				
884657			757	150	5	0	667	65	0																				
885225			11503	5400	741	0	7063	1701	0				0																
885252			809	120	1	0	689	1	0																				
885430			4274	975	128	0	5892	2721	0																				
885579			1216	355	0	0	861	0	0																				
885869			16418	9170	995	0	7773	1520	0																				
886204			4181	710	10	0	3487	26	0																				
886624			9496	1855	454	0	7895	708	0																				
887340			15508	5050	252	0	12412	2206	0																				
887827			640	117	68	0	528	73	0																				
887854			362	20	3	0	345	6	0																				
888002			37330	10000	533	0	27343	546	0				0																
888141			1954	700	382	0	1493	621	0																				
888271			2479	-169	52	0	2664	68	0																				
